Date,NAV
2024-07-03,139.8404
2024-07-04,139.3949
2024-07-05,139.3954
2024-07-08,139.1476
2024-07-09,138.8683
2024-07-10,138.9461
2024-07-11,139.3607
2024-07-12,139.6445
2024-07-15,139.2338
2024-07-16,138.9861
2024-07-17,139.2754
2024-07-18,139.0296
2024-07-19,138.9949
2024-07-22,139.1756
2024-07-23,138.9339
2024-07-24,138.991
2024-07-25,138.648
2024-07-26,138.5089
2024-07-29,138.6252
2024-07-30,138.2113
2024-07-31,138.3607
2024-08-01,138.3829
2024-08-02,138.5635
2024-08-05,138.6533
2024-08-06,139.0593
2024-08-07,139.1219
2024-08-08,139.0303
2024-08-09,139.0921
2024-08-12,139.271
2024-08-13,139.3125
2024-08-14,139.3517
2024-08-15,139.1839
2024-08-16,139.0272
2024-08-19,138.665
2024-08-20,139.1779
2024-08-21,138.8595
2024-08-22,138.6949
2024-08-23,138.5233
2024-08-26,138.799
2024-08-27,138.7449
2024-08-28,139.1189
2024-08-29,138.9593
2024-08-30,139.0646
2024-09-02,138.8601
2024-09-03,139.4836
2024-09-04,139.1802
2024-09-05,139.2943
2024-09-06,139.4987
2024-09-09,139.6421
2024-09-10,139.6182
2024-09-11,139.6099
2024-09-12,139.6501
2024-09-13,139.6369
2024-09-16,139.9341
2024-09-17,140.5807
2024-09-18,140.4521
2024-09-19,140.0954
2024-09-20,140.0987
2024-09-23,140.8495
2024-09-24,140.6513
2024-09-25,141.1405
2024-09-26,141.6423
2024-09-27,141.5138
2024-09-30,141.7032
2024-10-01,142.193
2024-10-02,142.1136
2024-10-03,142.0842
2024-10-04,141.9473
2024-10-07,141.6876
2024-10-08,141.532
2024-10-09,141.2138
2024-10-10,141.2517
2024-10-11,141.0624
2024-10-14,141.1566
2024-10-15,140.7456
2024-10-16,140.8668
2024-10-17,141.1299
2024-10-18,140.5953
2024-10-21,140.7286
2024-10-22,141.1023
2024-10-23,140.7892
2024-10-24,141.2883
2024-10-25,141.4349
2024-10-28,141.2638
2024-10-29,141.2763
2024-10-30,141.4623
2024-10-31,141.5121
2024-11-01,141.6929
2024-11-04,141.4603
2024-11-05,141.5365
2024-11-06,141.1647
2024-11-07,141.1615
2024-11-08,140.9345
2024-11-11,140.7554
2024-11-12,141.1315
2024-11-13,141.4678
2024-11-14,141.6684
2024-11-15,141.3873
2024-11-18,141.3261
2024-11-19,141.6972
2024-11-20,141.7657
2024-11-21,142.4517
2024-11-22,142.5922
2024-11-25,142.6755
2024-11-26,142.6158
2024-11-27,142.6824
2024-11-28,142.6675
2024-11-29,142.8981
2024-12-02,143.2001
2024-12-03,143.0036
2024-12-04,142.6514
2024-12-05,142.1561
2024-12-06,142.329
2024-12-09,142.0433
2024-12-10,141.4601
2024-12-11,141.5984
2024-12-12,142.3327
2024-12-13,142.3594
2024-12-16,142.6266
2024-12-17,142.6785
2024-12-18,142.6788
2024-12-19,142.9696
2024-12-20,142.9152
2024-12-23,143.0202
2024-12-24,143.1409
2024-12-25,142.9782
2024-12-26,143.2905
2024-12-27,143.269
2024-12-30,143.0811
2024-12-31,143.2633
2025-01-01,143.0345
2025-01-02,143.0712
2025-01-03,143.0972
2025-01-06,143.4366
2025-01-07,143.6014
2025-01-08,143.623
2025-01-09,143.8866
2025-01-10,144.3154
2025-01-13,144.5053
2025-01-14,144.5372
2025-01-15,144.1869
2025-01-16,143.9086
2025-01-17,143.8495
2025-01-20,143.7029
2025-01-21,143.6779
2025-01-22,143.7229
2025-01-23,143.9039
2025-01-24,143.9124
2025-01-27,144.0812
2025-01-28,144.1286
2025-01-29,143.588
2025-01-30,143.347
2025-01-31,143.3343
2025-02-03,143.0162
2025-02-04,143.2164
2025-02-05,143.6835
2025-02-06,144.0625
2025-02-07,144.0298
2025-02-10,144.488
2025-02-11,144.5599
2025-02-12,144.4913
2025-02-13,144.343
2025-02-14,144.2845
2025-02-17,144.2014
2025-02-18,144.2793
2025-02-19,144.3545
2025-02-20,144.3843
2025-02-21,144.5393
2025-02-24,144.9124
2025-02-25,145.2166
2025-02-26,144.8144
2025-02-27,144.1037
2025-02-28,144.4018
2025-03-03,144.0359
2025-03-04,144.0
2025-03-05,143.6918
2025-03-06,143.2026
2025-03-07,143.3864
2025-03-10,143.6327
2025-03-11,143.4959
2025-03-12,142.781
2025-03-13,142.6535
2025-03-14,142.7938
2025-03-17,142.4
2025-03-18,142.4807
2025-03-19,142.5049
2025-03-20,142.6985
2025-03-21,142.7611
2025-03-24,142.5119
2025-03-25,142.8814
2025-03-26,142.8647
2025-03-27,142.8855
2025-03-28,142.6473
2025-03-31,142.5494
2025-04-01,142.3257
2025-04-02,142.3049
2025-04-03,142.8205
2025-04-04,142.4572
2025-04-07,142.026
2025-04-08,142.4723
2025-04-09,142.4411
2025-04-10,142.279
2025-04-11,142.6034
2025-04-14,142.4592
2025-04-15,143.0079
2025-04-16,143.2304
2025-04-17,143.1193
2025-04-18,143.7654
2025-04-21,143.62
2025-04-22,143.8619
2025-04-23,143.9768
2025-04-24,144.3804
2025-04-25,144.8602
2025-04-28,144.8984
2025-04-29,144.7091
2025-04-30,144.8712
2025-05-01,144.7038
2025-05-02,145.3154
2025-05-05,145.3841
2025-05-06,145.307
2025-05-07,145.3897
2025-05-08,145.0271
2025-05-09,144.7743
2025-05-12,145.1508
2025-05-13,144.9891
2025-05-14,144.7146
2025-05-15,144.8988
2025-05-16,145.2714
2025-05-19,145.5094
2025-05-20,145.8283
2025-05-21,145.6368
2025-05-22,145.2518
2025-05-23,145.717
2025-05-26,145.6521
2025-05-27,145.6081
2025-05-28,146.024
2025-05-29,146.2157
2025-05-30,146.3782
2025-06-02,147.0413
2025-06-03,146.8815
2025-06-04,147.1834
2025-06-05,147.2297
2025-06-06,147.3382
2025-06-09,147.8181
2025-06-10,147.9978
2025-06-11,148.1867
2025-06-12,148.5342
2025-06-13,148.4555
2025-06-16,148.236
2025-06-17,147.9559
2025-06-18,147.4036
2025-06-19,148.0393
2025-06-20,147.7423
2025-06-23,147.7064
2025-06-24,147.6542
2025-06-25,147.7745
2025-06-26,148.0452
2025-06-27,148.3295
2025-06-30,148.1862
2025-07-01,148.1663
2025-07-02,148.2797
2025-07-03,148.2356
2025-07-04,148.7418
2025-07-07,148.9176
2025-07-08,149.1663
2025-07-09,149.3938
2025-07-10,149.7743
2025-07-11,149.8585
2025-07-14,149.4998
2025-07-15,149.6492
2025-07-16,149.4842
2025-07-17,149.3561
2025-07-18,149.5611
2025-07-21,149.9614
2025-07-22,149.9978
2025-07-23,150.1204
2025-07-24,150.6615
2025-07-25,150.7642
2025-07-28,151.5788
2025-07-29,151.7806
2025-07-30,151.2764
2025-07-31,151.5346
2025-08-01,151.6804
2025-08-04,152.102
2025-08-05,152.3372
2025-08-06,152.3255
2025-08-07,151.983
2025-08-08,151.9499
